FEEDSTUFF,Edible_Mass,Total_Protein,Total_Energy_Lactating,Total_Energy_Gain,Total_Energy_Maintenance,Total_Fiber,EE,ASH,Ca,P,K,Cl,S,Zn ppm,Cattle,Sheep,Goat,Rabbit,Horse,Fish,Poultry
CORN GRAIN HIGH MOISTURE,0.74,0.38480000000000003,1.6478000000000002,1.4554,1.6996000000000002,0.10360000000000001,0.0296,0.0148,0.000148,0.00222,0.00296,0.022199999999999998,0.022199999999999998,0.148,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"CORN GRAIN, HIGH OIL",0.88,0.5456,1.746,1.5171999999999999,1.8076,0.6424,0.06072,0.0176,8.800000000000001e-05,0.00264,0.00264,0.0264,0.0264,0.15839999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CORN GRAIN HI-LYSINE,0.92,0.644,1.698,1.4588,1.7532,0.7268000000000001,0.04048000000000001,0.0184,0.000276,0.002208,0.00368,0.0368,0.0368,0.1656,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CORN AND COB MEAL,0.87,0.5307,1.5594999999999999,1.3333,1.5943,0.8874,0.03219,0.0174,0.000522,0.002349,0.00435,0.0957,0.0957,0.1392,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CORN COBS,0.9,0.657,0.903,0.5609999999999999,0.9119999999999999,1.971,0.0054,0.018000000000000002,0.00108,0.00036,0.007200000000000001,0.35100000000000003,0.35100000000000003,0.045000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORN SCREENINGS,0.86,0.5332,1.7269999999999999,1.5034,1.7872,0.3096,0.03698,0.0172,0.000344,0.0023220000000000003,0.00344,0.0344,0.0344,0.1376,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CORN BRAN,0.91,0.10010000000000001,1.4698000000000002,1.2332,1.4971,0.7098000000000001,0.05733,0.0273,0.000364,0.0013650000000000001,0.00091,0.1547,0.1547,0.1638,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"CORN GERM, FULL-FAT",0.97,0.6499,3.2706,2.902,3.2706,0.7081,0.43553,0.0194,0.000194,0.0027160000000000005,0.0009699999999999999,0.1067,0.1067,0.582,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CORN GLUTEN FEED,0.9,0.423,1.5470000000000002,1.3040000000000003,1.574,0.855,0.028800000000000003,0.06300000000000001,0.00099,0.00756,0.011700000000000002,0.108,0.108,0.756,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CORN GLUTEN MEAL 41% CP,0.91,0.9919000000000001,1.6508,1.4142000000000001,1.6963,0.6279,0.02912,0.0273,0.001183,0.005005000000000001,0.00182,0.0819,0.0819,0.3185,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CORN GLUTEN MEAL 60% CP,0.91,1.2012,1.7363,1.4997,1.7909000000000002,0.3913,0.022750000000000003,0.0182,0.0005459999999999999,0.004914000000000001,0.00182,0.0546,0.0546,0.36400000000000005,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CORN CANNERY WASTE,0.29,0.0667,0.8801,0.7989,0.883,0.35669999999999996,0.0087,0.014499999999999999,0.00029,0.0008409999999999998,0.0029,0.10439999999999999,0.10439999999999999,0.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"COTTONSEED, WHOLE",0.91,0.5551,1.8509,1.6143,1.9237000000000002,1.9201,0.17653999999999997,0.045500000000000006,0.001456,0.005824,0.0091,0.3367,0.3367,0.3094,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"COTTONSEED, WHOLE, DELINTED",0.9,0.5670000000000001,1.841,1.607,1.913,1.683,0.20609999999999998,0.045000000000000005,0.00108,0.004860000000000001,0.0108,0.25200000000000006,0.25200000000000006,0.324,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"COTTONSEED, WHOLE, EXTRUDED",0.92,0.6992,1.7072,1.4864000000000002,1.7716,1.4904000000000002,0.0874,0.046000000000000006,0.0015640000000000003,0.006256000000000001,0.011960000000000002,0.4048,0.4048,0.3496,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COTTON GIN TRASH (BURRS),0.91,0.0819,0.784,0.42,0.8112999999999999,2.3205,0.0182,0.1274,0.01274,0.001638,0.01729,0.455,0.455,0.2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COTTONSEED HULLS,0.9,0.45,0.8460000000000001,0.47700000000000004,0.855,2.745,0.016200000000000003,0.027,0.00135,0.00072,0.009000000000000001,0.63,0.63,0.09000000000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"COTTONSEED MEAL, SOLV. EXT. 41% CP",0.9,0.801,1.481,1.247,1.508,0.7110000000000001,0.0135,0.06300000000000001,0.00198,0.01107,0.014400000000000001,0.162,0.162,0.5940000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"COTTONSEED MEAL, MECH.  EXT. 41% CP",0.92,0.8832,1.5352000000000001,1.2960000000000003,1.572,0.7912,0.046000000000000006,0.06440000000000001,0.001932,0.010856000000000001,0.01472,0.1748,0.1748,0.5888,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAB WASTE MEAL,0.91,0.8827,0.563,0.29,0.6267,0.2184,0.0273,0.3913,0.1365,0.017107999999999998,0.00455,0.1183,0.1183,0.9737000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CRAMBE MEAL, SOLV. EXT.",0.91,0.6916,1.5744,1.3378,1.6108000000000002,1.183,0.01274,0.0728,0.011557,0.007826,0.010010000000000002,0.3185,0.3185,0.40040000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CRAMBE MEAL, MECH. EXT.",0.92,0.7176,1.7172,1.4780000000000002,1.7816,1.1408,0.1564,0.06440000000000001,0.011224,0.007176000000000001,0.0092,0.30360000000000004,0.30360000000000004,0.3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRANBERRY PULP MEAL,0.88,0.06160000000000001,0.9124,0.5868,0.9212,1.4080000000000001,0.13816,0.0176,0.0,0.0,0.0,0.41359999999999997,0.41359999999999997,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRAWFISH WASTE MEAL,0.94,1.0246,0.5226,0.25,0.5884,0.2538,0.0,0.3948,0.12314,0.00799,0.0,0.141,0.141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"DISTILLERS GRAINS, WET",0.25,0.2,1.135,1.07,1.15,0.175,0.024,0.0125,0.00025,0.0017499999999999998,0.0025,0.045,0.045,0.2375,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"DISTILLERS GRAIN, BARLEY",0.9,0.774,1.443,1.2,1.461,0.756,0.07650000000000001,0.036000000000000004,0.00135,0.006030000000000001,0.009000000000000001,0.18000000000000002,0.18000000000000002,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"DISTILLERS GRAIN, CORN, DRY",0.91,0.7917000000000001,1.9455,1.6724999999999999,2.0183,0.6097,0.09100000000000001,0.045500000000000006,0.000819,0.006825,0.008190000000000001,0.1456,0.1456,0.5915,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"DISTILLERS GRAIN, CORN, WET",0.36,0.29879999999999995,1.3988,1.2872,1.424,0.2412,0.036,0.018,0.00032399999999999996,0.0026999999999999997,0.0032400000000000003,0.0576,0.0576,0.23399999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"DISTILLERS GRAIN, CORN WITH SOLUBLES",0.89,0.7209000000000001,1.8967,1.6564,1.9679000000000002,0.5874,0.10591,0.053399999999999996,0.0008900000000000001,0.007476,0.008010000000000001,0.1424,0.1424,0.7565,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DISTILLERS DRIED SOLUBLES,0.93,0.2697,1.707,1.4652,1.7628,0.3441,0.12090000000000001,0.07440000000000001,0.0032549999999999996,0.011160000000000002,0.01674,0.0651,0.0651,0.8463,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DISTILLERS CORN STILLAGE,0.07,0.0539,0.9872000000000001,0.9690000000000001,0.9921000000000001,0.027300000000000005,0.0056700000000000006,0.0035000000000000005,9.800000000000002e-05,0.000504,0.00014000000000000001,0.007000000000000001,0.007000000000000001,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DISTILLERS GRAIN, SORGHUM, DRY",0.91,0.8644999999999999,1.6317,1.3951,1.6772,0.7371000000000001,0.09100000000000001,0.0364,0.00182,0.006188000000000001,0.0027300000000000002,0.18200000000000002,0.18200000000000002,0.455,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"DISTILLERS GRAIN, SORGHUM, WET",0.35,0.308,1.1715,1.0805,1.1925,0.27649999999999997,0.034999999999999996,0.013999999999999999,0.0007,0.00238,0.00105,0.06649999999999999,0.06649999999999999,0.175,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"DISTILLERS GRAIN, SORGHUM WITH SOLUBLES",0.92,0.7912,1.6596,1.4203999999999999,1.7056,0.6992,0.09200000000000001,0.0368,0.0021160000000000003,0.0064399999999999995,0.0046,0.1656,0.1656,0.5060000000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"ELEPHANT (NAPIER) GRASS HAY, CHOPPED",0.92,0.0828,1.0468000000000002,0.7432000000000001,1.056,2.0056000000000003,0.0184,0.09200000000000001,0.0032199999999999998,0.0027600000000000003,0.011960000000000002,0.4232,0.4232,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"FAT, ANIMAL, POULTRY, VEGETABLE",0.99,0.0,4.7715,4.226999999999999,4.7715,0.0,0.9801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FEATHER MEAL HYDROLYZED,0.93,1.4415000000000002,1.3024,1.042,1.3117,0.7440000000000001,0.0651,0.0279,0.004464,0.004185,0.00093,0.1302,0.1302,0.8370000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FESCUE KY 31 FRESH,0.29,0.10149999999999999,0.8285,0.7444,0.8285,0.4669,0.01595,0.026099999999999998,0.0013919999999999998,0.001073,0.0072499999999999995,0.0928,0.0928,0.0638,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FESCUE KY 31 HAY EARLY BLOOM,0.88,0.35200000000000004,1.2308,0.9756,1.2308,1.9184,0.05808,0.0704,0.0042239999999999995,0.003168,0.02288,0.2728,0.2728,0.2112,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FESCUE KY 31 HAY MATURE,0.88,0.36079999999999995,0.9688000000000001,0.6608,0.9776,2.1384000000000003,0.044000000000000004,0.0528,0.003960000000000001,0.002288,0.014960000000000001,0.3696,0.3696,0.1936,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FESCUE (RED) STRAW,0.94,0.0376,0.8153999999999999,0.43,0.8435999999999999,0.38539999999999996,0.01034,0.05639999999999999,0.0,0.0005639999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FISH MEAL,0.9,1.1340000000000001,1.424,1.181,1.4420000000000002,0.225,0.081,0.18000000000000002,0.04995,0.02835,0.006299999999999999,0.018000000000000002,0.018000000000000002,1.1700000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FLAX SEED HULLS,0.91,0.0819,0.7076,0.38,0.744,1.9929000000000001,0.01365,0.09100000000000001,0.0,0.0,0.0,0.35490000000000005,0.35490000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARBAGE MUNICIPAL COOKED,0.23,0.0368,0.9909,0.9288000000000001,0.9978,0.34040000000000004,0.046000000000000006,0.023000000000000003,0.0027600000000000003,0.000989,0.0013800000000000002,0.115,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCEROL (GLYCERIN),0.88,0.0,1.7271999999999998,1.4984000000000002,1.78,0.0,0.0,0.0528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAIN SCREENINGS,0.9,0.12600000000000003,1.2440000000000002,0.9830000000000001,1.2440000000000002,0.12600000000000003,0.0495,0.081,0.0022500000000000003,0.0030600000000000002,0.0,0.0,0.0,0.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GRAIN DUST,0.92,0.09200000000000001,1.42,1.1716,1.4384000000000001,0.1012,0.020240000000000005,0.09200000000000001,0.0027600000000000003,0.001656,0.0,0.0,0.0,0.3864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAPE POMACE STEMLESS,0.91,0.5186999999999999,0.7458,0.4,0.7822,1.5106,0.06916,0.0819,0.005005000000000001,0.0006370000000000001,0.0054600000000000004,0.4186,0.4186,0.2184,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GRASS HAY,0.88,0.35200000000000004,1.0903999999999998,0.8088,1.0903999999999998,2.068,0.0264,0.0528,0.00528,0.0018479999999999998,0.0176,0.36079999999999995,0.36079999999999995,0.24640000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GRASS SILAGE,0.3,0.105,0.7929999999999999,0.703,0.796,0.576,0.0102,0.024,0.0021,0.0007199999999999999,0.0063,0.11699999999999999,0.11699999999999999,0.087,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GUAR MEAL,0.9,0.657,1.3860000000000001,1.143,1.395,0.14400000000000002,0.0351,0.045000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HOMINY FEED,0.9,0.531,1.727,1.493,1.7810000000000001,0.387,0.0585,0.027,0.00036,0.00495,0.0054,0.07200000000000001,0.07200000000000001,0.28800000000000003,1.0,1.0,1.0,0.0,0.0,0.0,0.0
HOP LEAVES,0.37,0.0555,0.6676,0.5307,0.6713,0.0555,0.013320000000000002,0.1295,0.01036,0.002368,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
HOP VINE SILAGE,0.3,0.045,0.6890000000000001,0.5840000000000001,0.6890000000000001,0.135,0.0093,0.06,0.0099,0.00111,0.0054,0.072,0.072,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOPS SPENT,0.89,0.20470000000000002,0.6436999999999999,0.35,0.6971,0.49840000000000007,0.04094,0.06230000000000001,0.014240000000000001,0.00534,0.0,0.267,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KELP DRIED,0.91,0.0637,0.5839,0.32,0.6658,0.1547,0.00455,0.35490000000000005,0.024752000000000003,0.002821,0.0,0.09100000000000001,0.09100000000000001,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
KENAF HAY,0.92,0.09200000000000001,0.9124,0.5628,0.9216,2.1068000000000002,0.02668,0.1104,0.0,0.0,0.0,0.4048,0.4048,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
KOCHIA FRESH,0.29,0.0464,0.7095,0.6109,0.7095,0.0667,0.00348,0.052199999999999996,0.00319,0.00087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOCHIA HAY,0.9,0.12600000000000003,1.0070000000000001,0.6920000000000001,1.0070000000000001,0.24300000000000002,0.015300000000000001,0.12600000000000003,0.009000000000000001,0.0018000000000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
KUDZU HAY,0.9,0.14400000000000002,1.026,0.7200000000000001,1.026,0.29700000000000004,0.023400000000000004,0.06300000000000001,0.027,0.0020700000000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LESPEDEZA FRESH EARLY BLOOM,0.25,0.165,0.75,0.6749999999999999,0.75,0.08,0.005,0.025,0.003,0.0006,0.0027500000000000003,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LESPEDEZA HAY,0.92,0.6808000000000001,1.0368000000000002,0.7240000000000001,1.0368000000000002,0.276,0.0276,0.06440000000000001,0.010120000000000002,0.002024,0.0092,0.0,0.0,0.2668,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"LINSEED MEAL, SOLV. EXT.",0.91,0.6734,1.4889000000000001,1.2523,1.5162,0.6916,0.015470000000000001,0.0546,0.003913,0.008281,0.01365,0.1638,0.1638,0.546,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"LINSEED MEAL, MECH. EXT.",0.91,0.7007,1.5935,1.3569,1.6299000000000001,0.6734,0.0546,0.0546,0.003822,0.008190000000000001,0.01274,0.1547,0.1547,0.5369,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MEADOW HAY,0.9,0.27,0.9410000000000001,0.608,0.95,2.205,0.022500000000000003,0.081,0.00549,0.00162,0.014400000000000001,0.396,0.396,0.216,1.0,1.0,1.0,0.0,1.0,0.0,0.0
"MEAT MEAL, SWINE/POULTRY",0.93,1.116,1.3889,1.1378,1.3982,0.5301,0.09765,0.2232,0.0837,0.041106,0.0046500000000000005,0.0651,0.0651,1.767,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"MEAT AND BONE MEAL, SWINE/POULTRY",0.93,0.7440000000000001,1.4082,1.1571,1.4175,0.37200000000000005,0.09300000000000001,0.2697,0.12555000000000002,0.060450000000000004,0.0,0.04650000000000001,0.04650000000000001,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"MILK, DRY, SKIM",0.94,0.3384,1.716,1.4716,1.7723999999999998,0.0,0.00846,0.0752,0.012784,0.010246,0.01598,0.0,0.0,0.38539999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINT SLUG SILAGE,0.27,0.03780000000000001,0.6985000000000001,0.6067,0.6985000000000001,0.0648,0.004860000000000001,0.0432,0.0029700000000000004,0.001539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOLASSES BEET,0.77,0.0616,1.3429,1.135,1.3583,0.0,0.0015400000000000001,0.0924,0.0010780000000000002,0.00023099999999999998,0.0462,0.0,0.0,0.1386,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MOLASSES CANE,0.77,0.0462,1.3252000000000002,1.1173,1.3406,0.0,0.00385,0.1078,0.007315,0.000693,0.03234,0.0,0.0,0.11549999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MOLASSES CANE DRIED,0.94,0.0846,1.4544,1.2006,1.4731999999999998,0.11279999999999998,0.00282,0.1316,0.01034,0.00141,0.03384,0.028199999999999996,0.028199999999999996,0.282,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"MOLASSES, COND.  ",0.43,0.0688,0.9909999999999999,0.8748999999999999,0.9952999999999999,0.0,0.0043,0.1118,0.009115999999999999,0.0006020000000000001,0.03225,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MOLASSES CITRUS,0.65,0.058499999999999996,1.2505000000000002,1.075,1.2635,0.0,0.0019500000000000001,0.052000000000000005,0.01196,0.0009750000000000001,0.0013000000000000002,0.0,0.0,0.8905000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"MOLASSES WOOD,  HEMICELLULOSE",0.61,0.0061,1.1331,0.9683999999999999,1.1453,0.0427,0.00366,0.0427,0.006710000000000001,0.00061,0.00061,0.0122,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAT HAY,0.9,0.315,1.026,0.7200000000000001,1.026,2.079,0.0207,0.07200000000000001,0.0036000000000000003,0.0024300000000000003,0.014400000000000001,0.35100000000000003,0.35100000000000003,0.25200000000000006,1.0,1.0,1.0,0.0,1.0,0.0,0.0
OAT SILAGE,0.35,0.11549999999999999,0.8099999999999999,0.705,0.8099999999999999,0.6649999999999999,0.0112,0.034999999999999996,0.00119,0.00105,0.0084,0.13649999999999998,0.13649999999999998,0.0945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAT STRAW,0.91,0.40040000000000003,0.9077,0.5619,0.9168000000000001,2.366,0.02093,0.0728,0.0021839999999999997,0.0006370000000000001,0.022750000000000003,0.4368,0.4368,0.0546,1.0,1.0,1.0,0.0,1.0,0.0,0.0
OAT GRAIN,0.89,0.2759,1.4542000000000002,1.2228,1.4809,0.7832,0.044500000000000005,0.0356,0.00044500000000000003,0.0036489999999999995,0.00445,0.1335,0.1335,0.35600000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"OAT GRAIN, STEAM FLAKED",0.84,0.3276,1.6444,1.4260000000000002,1.7031999999999998,0.7392,0.04116,0.0336,0.00042,0.003108,0.0042,0.126,0.126,0.336,0.0,0.0,0.0,0.0,1.0,0.0,1.0
OAT GROATS,0.91,0.3003,1.7745,1.5379,1.8382,0.0273,0.06006,0.0182,0.000728,0.0042769999999999996,0.00364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
OAT MIDDLINGS,0.9,0.324,1.7650000000000001,1.5310000000000001,1.828,0.09000000000000001,0.054,0.027,0.0006300000000000001,0.00432,0.0045000000000000005,0.054,0.054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OAT MILL BYPRODUCT,0.89,0.06230000000000001,0.597,0.33,0.6682,0.5696,0.02136,0.053399999999999996,0.001157,0.001958,0.00534,0.3293,0.3293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OAT HULLS,0.93,0.2697,0.7148,0.38,0.752,2.2227,0.01488,0.0651,0.0014880000000000002,0.0013950000000000002,0.005580000000000001,0.3813,0.3813,0.2883,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ORANGE PULP DRIED,0.89,0.0801,1.5109000000000001,1.2795,1.5465,0.6942,0.016020000000000003,0.0356,0.006319,0.000979,0.00534,0.1424,0.1424,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ORCHARDGRASS FRESH EARLY BLOOM,0.24,0.08879999999999999,0.8084,0.7388,0.8084,0.3768,0.0096,0.021599999999999998,0.000792,0.000936,0.0064800000000000005,0.0768,0.0768,0.05039999999999999,1.0,1.0,0.0,0.0,1.0,0.0,0.0
ORCHARDGRASS HAY,0.88,0.3256,1.1092,0.8364,1.1092,2.1032,0.02904,0.0704,0.0028160000000000004,0.00264,0.02288,0.35200000000000004,0.35200000000000004,0.2288,1.0,1.0,0.0,0.0,1.0,0.0,0.0
PEA VINE HAY,0.89,0.0979,1.1151,0.8392,1.1151,2.1004,0.0178,0.06230000000000001,0.011125000000000001,0.002136,0.01157,0.445,0.445,0.17800000000000002,1.0,1.0,0.0,0.0,1.0,0.0,0.0
PEA VINE SILAGE,0.25,0.04,0.725,0.645,0.725,0.4725,0.00825,0.02,0.003125,0.0007000000000000001,0.004,0.11,0.11,0.08,1.0,1.0,0.0,0.0,1.0,0.0,0.0
PEA VINE STRAW,0.89,0.06230000000000001,0.9550000000000001,0.6346,0.9639,2.314,0.012459999999999999,0.06230000000000001,0.0066749999999999995,0.001157,0.009790000000000002,0.4361,0.4361,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
PEAS CULL,0.88,0.396,1.6244,1.3956,1.6684,0.24640000000000004,0.01232,0.0352,0.0012320000000000002,0.004048,0.009680000000000001,0.07919999999999999,0.07919999999999999,0.264,1.0,0.0,0.0,1.0,0.0,0.0,1.0
